date,value,series,baseline,index
2016-09-01,93.55464,ibc,77.53521833333333,120.66083260099589
2016-10-01,93.05945,ibc,77.53521833333333,120.02216799071373
2016-11-01,93.11925,ibc,77.53521833333333,120.09929423254992
2016-12-01,92.86383,ibc,77.53521833333333,119.76986973940937
2017-01-01,93.41286,ibc,77.53521833333333,120.47797376207383
2017-02-01,94.52304,ibc,77.53521833333333,121.90981341360767
2017-03-01,94.60922,ibc,77.53521833333333,122.02096290393283
2017-04-01,94.47996,ibc,77.53521833333333,121.85425156580996
2017-05-01,94.25472,ibc,77.53521833333333,121.56375131980349
2017-06-01,94.85835,ibc,77.53521833333333,122.34227495457925
2017-07-01,94.90523,ibc,77.53521833333333,122.40273780102208
2017-08-01,94.64373,ibc,77.53521833333333,122.06547171004935
2017-09-01,94.64511,ibc,77.53521833333333,122.06725154639942
2017-10-01,94.84934,ibc,77.53521833333333,122.33065442884438
2017-11-01,95.03448,ibc,77.53521833333333,122.56943624178011
2017-12-01,96.30407,ibc,77.53521833333333,124.20687278647631
2018-01-01,95.81267,ibc,77.53521833333333,123.57309627747442
2018-02-01,95.43756,ibc,77.53521833333333,123.08930322437777
2018-03-01,95.46274,ibc,77.53521833333333,123.12177878908403
2018-04-01,96.00704,ibc,77.53521833333333,123.82378235817183
2018-05-01,93.05679,ibc,77.53521833333333,120.01873729166215
2018-06-01,95.75667,ibc,77.53521833333333,123.50087103428334
2018-07-01,96.06905,ibc,77.53521833333333,123.90375891764111
2018-08-01,96.80783,ibc,77.53521833333333,124.85659043843968
2018-09-01,96.28644,ibc,77.53521833333333,124.18413473223598
2018-10-01,96.60347,ibc,77.53521833333333,124.5930198902516
2018-11-01,96.88802,ibc,77.53521833333333,124.96001440721636
2018-12-01,97.16331,ibc,77.53521833333333,125.31506596432489
2019-01-01,96.94771,ibc,77.53521833333333,125.03699877803918
2019-02-01,96.39425,ibc,77.53521833333333,124.3231812227437
2019-03-01,95.79732,ibc,77.53521833333333,123.55329882242114
2019-04-01,95.77798,ibc,77.53521833333333,123.52835531879052
2019-05-01,97.10725,ibc,77.53521833333333,125.24276333694466
2019-06-01,96.5971,ibc,77.53521833333333,124.5848042688386
2019-07-01,96.39424,ibc,77.53521833333333,124.32316832537884
2019-08-01,96.62189,ibc,77.53521833333333,124.61677683631551
2019-09-01,96.94457,ibc,77.53521833333333,125.03294900547452
2019-10-01,98.08033,ibc,77.53521833333333,126.49778011630887
2019-11-01,97.91976,ibc,77.53521833333333,126.29068712882324
2019-12-01,97.59895,ibc,77.53521833333333,125.87692676689224
2020-01-01,97.60548,ibc,77.53521833333333,125.8853487461429
2020-02-01,97.74638,ibc,77.53521833333333,126.06707261695766
2020-03-01,91.27259,ibc,77.53521833333333,117.71758945413428
2020-04-01,82.96008,ibc,77.53521833333333,106.9966420205906
2020-05-01,85.48797,ibc,77.53521833333333,110.25695398506113
2020-06-01,89.37903,ibc,77.53521833333333,115.2753960345461
2020-07-01,91.74207,ibc,77.53521833333333,118.32309493937281
2020-08-01,93.49745,ibc,77.53521833333333,120.58707257138697
2020-09-01,95.36272,ibc,77.53521833333333,122.9927793457988
2020-10-01,97.30806,ibc,77.53521833333333,125.50175532060904
2020-11-01,97.51715,ibc,77.53521833333333,125.77142632237381
2020-12-01,97.68045,ibc,77.53521833333333,125.98204029046498
2021-01-01,97.80489,ibc,77.53521833333333,126.1425350987275
2021-02-01,98.71949,ibc,77.53521833333333,127.3221280884164
2021-03-01,95.32458,ibc,77.53521833333333,122.9435887962397
2021-04-01,96.34302,ibc,77.53521833333333,124.2571080225887
2021-05-01,97.01772,ibc,77.53521833333333,125.12729322939289
2021-06-01,96.77124,ibc,77.53521833333333,124.80939898043322
2021-07-01,96.43007,ibc,77.53521833333333,124.3693795836563
2021-08-01,97.01608,ibc,77.53521833333333,125.12517806155658
2021-09-01,96.95313,ibc,77.53521833333333,125.04398914979087
2021-10-01,97.47791,ibc,77.53521833333333,125.72081706268061
2021-11-01,99.05295,ibc,77.53521833333333,127.7522036168897
2021-12-01,99.36759,ibc,77.53521833333333,128.15800630470486
2022-01-01,97.41759,ibc,77.53521833333333,125.64302015787192
2022-02-01,98.48287,ibc,77.53521833333333,127.01695064120433
2022-03-01,99.54331,ibc,77.53521833333333,128.38463879994663
2022-04-01,99.44726,ibc,77.53521833333333,128.26075961050904
2022-05-01,99.65249,ibc,77.53521833333333,128.52545222943957
2022-06-01,99.53078,ibc,77.53521833333333,128.3684784017826
2022-07-01,101.43252,ibc,77.53521833333333,130.82122186582265
2022-08-01,101.09886,ibc,77.53521833333333,130.39088839005225
2022-09-01,101.15209,ibc,77.53521833333333,130.45954106317836
2022-10-01,101.43094,ibc,77.53521833333333,130.81918408217547
2022-11-01,100.7113,ibc,77.53521833333333,129.89103811771042
2022-12-01,100.58566,ibc,77.53521833333333,129.72899562566525
2023-01-01,100.10937,ibc,77.53521833333333,129.11470703496008
2023-02-01,103.08344,ibc,77.53521833333333,132.95047362455568
2023-03-01,103.08526,ibc,77.53521833333333,132.95282094495943
2023-04-01,103.96006,ibc,77.53521833333333,134.08108242252322
2023-05-01,102.40467,ibc,77.53521833333333,132.07503919025527
2023-06-01,102.4398,ibc,77.53521833333333,132.12034763299286
2023-07-01,102.89895,ibc,77.53521833333333,132.71253014033556
2023-08-01,102.48797,ibc,77.53521833333333,132.18247423950206
2023-09-01,102.50227,ibc,77.53521833333333,132.20091747124548
2023-10-01,102.83037,ibc,77.53521833333333,132.62408001215618
2023-11-01,103.58799,ibc,77.53521833333333,133.60121016834265
2023-12-01,104.88262,ibc,77.53521833333333,135.27094171463716
2003-03-01,117.47,pib,128.45499999999998,91.44836713245886
2003-06-01,116.48,pib,128.45499999999998,90.677669222685
2003-09-01,117.58,pib,128.45499999999998,91.53400023354483
2003-12-01,118.8,pib,128.45499999999998,92.4837491728621
2004-03-01,120.44,pib,128.45499999999998,93.7604608617804
2004-06-01,123.76,pib,128.45499999999998,96.34502354910282
2004-09-01,125.34,pib,128.45499999999998,97.5750262737924
2004-12-01,126.29,pib,128.45499999999998,98.31458487408044
2005-03-01,127.41,pib,128.45499999999998,99.18648553968316
2005-06-01,128.75,pib,128.45499999999998,100.22965240745788
2005-09-01,128.02,pib,128.45499999999998,99.66136000934182
2005-12-01,129.64,pib,128.45499999999998,100.92250204351718
2006-03-01,131.74,pib,128.45499999999998,102.55731579152234
2006-06-01,132.14,pib,128.45499999999998,102.86870888638045
2006-09-01,134.36,pib,128.45499999999998,104.59694056284303
2006-12-01,135.93,pib,128.45499999999998,105.81915846016116
2007-03-01,138.48,pib,128.45499999999998,107.80428943988167
2007-06-01,140.8,pib,128.45499999999998,109.61036939005879
2007-09-01,142.27,pib,128.45499999999998,110.7547390136624
2007-12-01,144.42,pib,128.45499999999998,112.42847689852478
2008-03-01,146.25,pib,128.45499999999998,113.85310030750068
2008-06-01,149.19,pib,128.45499999999998,116.1418395547079
2008-09-01,151.64,pib,128.45499999999998,118.04912226071387
2008-12-01,145.92,pib,128.45499999999998,113.59620100424273
2009-03-01,143.82,pib,128.45499999999998,111.96138725623761
2009-06-01,146.47,pib,128.45499999999998,114.02436650967267
2009-09-01,149.9,pib,128.45499999999998,116.69456229808107
2009-12-01,153.76,pib,128.45499999999998,119.69950566346192
2010-03-01,156.93,pib,128.45499999999998,122.16729594021254
2010-06-01,158.94,pib,128.45499999999998,123.7320462418746
2010-09-01,160.34,pib,128.45499999999998,124.82192207387803
2010-12-01,162.63,pib,128.45499999999998,126.60464754194076
2011-03-01,164.81,pib,128.45499999999998,128.30173990891754
2011-06-01,166.48,pib,128.45499999999998,129.60180607995017
2011-09-01,166.11,pib,128.45499999999998,129.31376746720645
2011-12-01,167.62,pib,128.45499999999998,130.48927640029584
2012-03-01,165.23,pib,128.45499999999998,128.62870265851856
2012-06-01,168.21,pib,128.45499999999998,130.9485812152116
2012-09-01,171.11,pib,128.45499999999998,133.20618115293297
2012-12-01,171.16,pib,128.45499999999998,133.24510528979022
2013-03-01,172.08,pib,128.45499999999998,133.9613094079639
2013-06-01,174.45,pib,128.45499999999998,135.80631349499825
2013-09-01,175.28,pib,128.45499999999998,136.4524541668289
2013-12-01,175.56,pib,128.45499999999998,136.67042933322955
2014-03-01,177.04,pib,128.45499999999998,137.8225837842046
2014-06-01,174.43,pib,128.45499999999998,135.79074384025535
2014-09-01,174.32,pib,128.45499999999998,135.70511073916938
2014-12-01,175.24,pib,128.45499999999998,136.42131485734305
2015-03-01,173.85,pib,128.45499999999998,135.3392238527111
2015-06-01,169.75,pib,128.45499999999998,132.14744463041535
2015-09-01,166.96,pib,128.45499999999998,129.97547779377993
2015-12-01,165.68,pib,128.45499999999998,128.97901989023396
2016-03-01,163.3,pib,128.45499999999998,127.12623097582814
2016-06-01,163.75,pib,128.45499999999998,127.4765482075435
2016-09-01,162.86,pib,128.45499999999998,126.7836985714842
2016-12-01,162.68,pib,128.45499999999998,126.64357167879805
2017-03-01,164.36,pib,128.45499999999998,127.95142267720216
2017-06-01,165.73,pib,128.45499999999998,129.0179440270912
2017-09-01,166.11,pib,128.45499999999998,129.31376746720645
2017-12-01,167.01,pib,128.45499999999998,130.0144019306372
2018-03-01,168.03,pib,128.45499999999998,130.80845432252542
2018-06-01,167.84,pib,128.45499999999998,130.66054260246779
2018-09-01,169.44,pib,128.45499999999998,131.9061149819003
2018-12-01,169.02,pib,128.45499999999998,131.5791522322993
2019-03-01,169.52,pib,128.45499999999998,131.96839360087193
2019-06-01,170.5,pib,128.45499999999998,132.7313066832743
2019-09-01,170.53,pib,128.45499999999998,132.75466116538868
2019-12-01,172.03,pib,128.45499999999998,133.92238527110663
2020-03-01,168.09,pib,128.45499999999998,130.85516328675413
2020-06-01,153.17,pib,128.45499999999998,119.24020084854618
2020-09-01,165.3,pib,128.45499999999998,128.68319645011874
2020-12-01,171.65,pib,128.45499999999998,133.62656183099142
2021-03-01,173.15,pib,128.45499999999998,134.79428593670937
2021-06-01,171.94,pib,128.45499999999998,133.85232182476355
2021-09-01,172.2,pib,128.45499999999998,134.0547273364213
2021-12-01,174.49,pib,128.45499999999998,135.8374528044841
2022-03-01,175.7,pib,128.45499999999998,136.7794169164299
2022-06-01,177.71,pib,128.45499999999998,138.34416721809194
2022-09-01,179.58,pib,128.45499999999998,139.79992993655367
2022-12-01,180.35,pib,128.45499999999998,140.39936164415556
2023-03-01,182.75,pib,128.45499999999998,142.2677202133043
2023-06-01,184.2,pib,128.45499999999998,143.39652018216498
2023-09-01,184.45,pib,128.45499999999998,143.5911408664513
2023-12-01,185.14,pib,128.45499999999998,144.12829395508155
