code_muni,name_metro,type,subdivision,abbrev_state
3525904,AU de Jundiaí,AGLO,NÃO TEM,SP
3526209,São Paulo,RM,Sub-região Sudoeste,SP
3526308,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3526407,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3526605,Vale do Paraíba e Litoral Norte,RM,Sub-região 4,SP
3526704,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3526902,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3527207,Vale do Paraíba e Litoral Norte,RM,Sub-região 3,SP
3527306,AU de Jundiaí,AGLO,NÃO TEM,SP
3527603,Ribeirão Preto,RM,Sub-região 1,SP
3528403,Sorocaba,RM,Sub-região 2,SP
3528502,São Paulo,RM,Sub-região Norte,SP
3529401,São Paulo,RM,Sub-região Sudeste,SP
3530508,Ribeirão Preto,RM,Sub-região 3,SP
3530607,São Paulo,RM,Sub-região Leste,SP
3530904,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3531100,Baixada Santista,RM,NÃO TEM,SP
3531308,Ribeirão Preto,RM,Sub-região 2,SP
3531704,Vale do Paraíba e Litoral Norte,RM,Sub-região 1,SP
3531803,Campinas,RM,NÃO TEM,SP
3531902,Ribeirão Preto,RM,Sub-região 4,SP
3532009,Campinas,RM,NÃO TEM,SP
3532306,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3533403,Campinas,RM,NÃO TEM,SP
3533601,Ribeirão Preto,RM,Sub-região 4,SP
3534302,Ribeirão Preto,RM,Sub-região 4,SP
3534401,São Paulo,RM,Sub-região Oeste,SP
3535606,Vale do Paraíba e Litoral Norte,RM,Sub-região 1,SP
3536505,Campinas,RM,NÃO TEM,SP
3537107,Campinas,RM,NÃO TEM,SP
3537602,Baixada Santista,RM,NÃO TEM,SP
3537800,Sorocaba,RM,Sub-região 3,SP
3537909,Sorocaba,RM,Sub-região 3,SP
3538006,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3538501,Vale do Paraíba e Litoral Norte,RM,Sub-região 3,SP
3538709,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3539103,São Paulo,RM,Sub-região Oeste,SP
3539509,Ribeirão Preto,RM,Sub-região 2,SP
3539806,São Paulo,RM,Sub-região Leste,SP
3540200,Ribeirão Preto,RM,Sub-região 1,SP
3540606,Sorocaba,RM,Sub-região 2,SP
3540754,Vale do Paraíba e Litoral Norte,RM,Sub-região 3,SP
3540903,Ribeirão Preto,RM,Sub-região 1,SP
3541000,Baixada Santista,RM,NÃO TEM,SP
3541901,Vale do Paraíba e Litoral Norte,RM,Sub-região 4,SP
3542107,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3542305,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3543303,São Paulo,RM,Sub-região Sudeste,SP
3543402,Ribeirão Preto,RM,Sub-região 1,SP
3543907,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3544004,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3544103,São Paulo,RM,Sub-região Sudeste,SP
3544301,Vale do Paraíba e Litoral Norte,RM,Sub-região 3,SP
3544905,Ribeirão Preto,RM,Sub-região 4,SP
3545001,São Paulo,RM,Sub-região Leste,SP
3545159,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3545209,Sorocaba,RM,Sub-região 2,SP
3545308,Sorocaba,RM,Sub-região 3,SP
3545803,Campinas,RM,NÃO TEM,SP
3546009,Vale do Paraíba e Litoral Norte,RM,Sub-região 1,SP
3546256,Ribeirão Preto,RM,Sub-região 3,SP
3546702,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3546801,São Paulo,RM,Sub-região Leste,SP
3547007,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3547304,São Paulo,RM,Sub-região Oeste,SP
3547502,Ribeirão Preto,RM,Sub-região 1,SP
3547601,Ribeirão Preto,RM,Sub-região 3,SP
3547809,São Paulo,RM,Sub-região Sudeste,SP
3547908,Ribeirão Preto,RM,Sub-região 4,SP
3548005,Campinas,RM,NÃO TEM,SP
3548203,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3548500,Baixada Santista,RM,NÃO TEM,SP
3548609,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3548708,São Paulo,RM,Sub-região Sudeste,SP
3548807,São Paulo,RM,Sub-região Sudeste,SP
3549607,Vale do Paraíba e Litoral Norte,RM,Sub-região 4,SP
3549904,Vale do Paraíba e Litoral Norte,RM,Sub-região 1,SP
3549953,São Paulo,RM,Sub-região Sudoeste,SP
3550001,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3550209,Sorocaba,RM,Sub-região 3,SP
3550308,São Paulo,RM,Todas as sub-regiões,SP
3550407,AU de Piracicaba-AU- Piracicaba,AGLO,NÃO TEM,SP
3550605,Sorocaba,RM,Sub-região 2,SP
3550704,Vale do Paraíba e Litoral Norte,RM,Sub-região 5,SP
3550902,Ribeirão Preto,RM,Sub-região 1,SP
3551009,Baixada Santista,RM,NÃO TEM,SP
3551108,Sorocaba,RM,Sub-região 1,SP
3551405,Ribeirão Preto,RM,Sub-região 1,SP
3551504,Ribeirão Preto,RM,Sub-região 1,SP
3551702,Ribeirão Preto,RM,Sub-região 1,SP
3552007,Vale do Paraíba e Litoral Norte,RM,Sub-região 4,SP
3552205,Sorocaba,RM,Sub-região 3,SP
3552403,Campinas,RM,NÃO TEM,SP
3552502,São Paulo,RM,Sub-região Leste,SP
3552809,São Paulo,RM,Sub-região Sudoeste,SP
3553203,Ribeirão Preto,RM,Sub-região 2,SP
3553302,Ribeirão Preto,RM,Sub-região 3,SP
3553500,Sorocaba,RM,Sub-região 3,SP
3553658,Ribeirão Preto,RM,Sub-região 2,SP
3554003,Sorocaba,RM,Sub-região 1,SP
3554102,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3554508,Sorocaba,RM,Sub-região 1,SP
3554805,Vale do Paraíba e Litoral Norte,RM,Sub-região 2,SP
3555406,Vale do Paraíba e Litoral Norte,RM,Sub-região 5,SP
3556206,Campinas,RM,NÃO TEM,SP
3556453,São Paulo,RM,Sub-região Sudoeste,SP
3556503,AU de Jundiaí,AGLO,NÃO TEM,SP
3556701,Campinas,RM,NÃO TEM,SP
3557006,Sorocaba,RM,Sub-região 3,SP
4100202,Curitiba,RM,NÃO TEM,PR
4100301,Curitiba,RM,NÃO TEM,PR
4100400,Curitiba,RM,NÃO TEM,PR
4100459,Campo Mourão,RM,NÃO TEM,PR
4100509,Umuarama,RM,NÃO TEM,PR
4100707,Umuarama,RM,NÃO TEM,PR
4100806,Londrina,RM,NÃO TEM,PR
4101051,Cascavel,RM,NÃO TEM,PR
4101150,Maringá,RM,NÃO TEM,PR
4101408,Apucarana,RM,NÃO TEM,PR
4101507,Londrina,RM,NÃO TEM,PR
4101655,Apucarana,RM,NÃO TEM,PR
4101705,Campo Mourão,RM,NÃO TEM,PR
4101804,Curitiba,RM,NÃO TEM,PR
4101853,Apucarana,RM,NÃO TEM,PR
4101903,Londrina,RM,NÃO TEM,PR
4102000,Toledo,RM,NÃO TEM,PR
4102109,Maringá,RM,NÃO TEM,PR
4102208,Maringá,RM,NÃO TEM,PR
4102307,Curitiba,RM,NÃO TEM,PR
4102505,Campo Mourão,RM,NÃO TEM,PR
4102802,Londrina,RM,NÃO TEM,PR
4103008,Campo Mourão,RM,NÃO TEM,PR
4103057,Cascavel,RM,NÃO TEM,PR
4103107,Curitiba,RM,NÃO TEM,PR
4103206,Maringá,RM,NÃO TEM,PR
4103305,Apucarana,RM,NÃO TEM,PR
4103354,Cascavel,RM,NÃO TEM,PR
4103370,Umuarama,RM,NÃO TEM,PR
4103453,Cascavel,RM,NÃO TEM,PR
4103479,Umuarama,RM,NÃO TEM,PR
4103503,Apucarana,RM,NÃO TEM,PR
4103701,Londrina,RM,NÃO TEM,PR
4103800,Maringá,RM,NÃO TEM,PR
4103909,Campo Mourão,RM,NÃO TEM,PR
4104006,Curitiba,RM,NÃO TEM,PR
4104055,Cascavel,RM,NÃO TEM,PR
4104105,Curitiba,RM,NÃO TEM,PR
4104204,Curitiba,RM,NÃO TEM,PR
4104253,Curitiba,RM,NÃO TEM,PR
4104303,Campo Mourão,RM,NÃO TEM,PR
4104600,Cascavel,RM,NÃO TEM,PR
4104808,Cascavel,RM,NÃO TEM,PR
4105003,Cascavel,RM,NÃO TEM,PR
4105102,Londrina,RM,NÃO TEM,PR
4105201,Curitiba,RM,NÃO TEM,PR
4105300,Cascavel,RM,NÃO TEM,PR
4105607,Umuarama,RM,NÃO TEM,PR
4105805,Curitiba,RM,NÃO TEM,PR
4106209,Curitiba,RM,NÃO TEM,PR
4106308,Cascavel,RM,NÃO TEM,PR
4106555,Campo Mourão,RM,NÃO TEM,PR
4106605,Umuarama,RM,NÃO TEM,PR
4106852,Apucarana,RM,NÃO TEM,PR
4106902,Curitiba,RM,NÃO TEM,PR
4107124,Cascavel,RM,NÃO TEM,PR
4107157,Toledo,RM,NÃO TEM,PR
4107256,Umuarama,RM,NÃO TEM,PR
4107306,Maringá,RM,NÃO TEM,PR
4107504,Campo Mourão,RM,NÃO TEM,PR
4107520,Umuarama,RM,NÃO TEM,PR
4107538,Toledo,RM,NÃO TEM,PR
4107553,Campo Mourão,RM,NÃO TEM,PR
4107603,Apucarana,RM,NÃO TEM,PR
4107652,Curitiba,RM,NÃO TEM,PR
4107702,Campo Mourão,RM,NÃO TEM,PR
4107801,Maringá,RM,NÃO TEM,PR
4107900,Maringá,RM,NÃO TEM,PR
4108007,Londrina,RM,NÃO TEM,PR
4108106,Maringá,RM,NÃO TEM,PR
4108320,Umuarama,RM,NÃO TEM,PR
4108551,Apucarana,RM,NÃO TEM,PR
4108601,Campo Mourão,RM,NÃO TEM,PR
4108700,Apucarana,RM,NÃO TEM,PR
4108809,Toledo,RM,NÃO TEM,PR
4109203,Londrina,RM,NÃO TEM,PR
4109302,Cascavel,RM,NÃO TEM,PR
4109757,Cascavel,RM,NÃO TEM,PR
4109807,Londrina,RM,NÃO TEM,PR
4109906,Umuarama,RM,NÃO TEM,PR
4110003,Maringá,RM,NÃO TEM,PR
4110052,Cascavel,RM,NÃO TEM,PR
4110607,Umuarama,RM,NÃO TEM,PR
4110656,Cascavel,RM,NÃO TEM,PR
4110805,Campo Mourão,RM,NÃO TEM,PR
4111100,Maringá,RM,NÃO TEM,PR
4111258,Curitiba,RM,NÃO TEM,PR
4111506,Apucarana,RM,NÃO TEM,PR
4111555,Umuarama,RM,NÃO TEM,PR
4111605,Maringá,RM,NÃO TEM,PR
4111902,Londrina,RM,NÃO TEM,PR
4112108,Maringá,RM,NÃO TEM,PR
4112207,Campo Mourão,RM,NÃO TEM,PR
4112504,Apucarana,RM,NÃO TEM,PR
4112702,Londrina,RM,NÃO TEM,PR
4112751,Cascavel,RM,NÃO TEM,PR
4112959,Campo Mourão,RM,NÃO TEM,PR
4113106,Apucarana,RM,NÃO TEM,PR
4113205,Curitiba,RM,NÃO TEM,PR
4113429,Apucarana,RM,NÃO TEM,PR
4113452,Cascavel,RM,NÃO TEM,PR
4113601,Maringá,RM,NÃO TEM,PR
4113700,Londrina,RM,NÃO TEM,PR
4113734,Campo Mourão,RM,NÃO TEM,PR
4113759,Apucarana,RM,NÃO TEM,PR
4113809,Londrina,RM,NÃO TEM,PR
4114005,Campo Mourão,RM,NÃO TEM,PR
4114104,Maringá,RM,NÃO TEM,PR
4114203,Maringá,RM,NÃO TEM,PR
4114302,Curitiba,RM,NÃO TEM,PR
4114609,Toledo,RM,NÃO TEM,PR
4114708,Umuarama,RM,NÃO TEM,PR
4114807,Maringá,RM,NÃO TEM,PR
4114906,Apucarana,RM,NÃO TEM,PR
4115101,Umuarama,RM,NÃO TEM,PR
4115200,Maringá,RM,NÃO TEM,PR
4115358,Toledo,RM,NÃO TEM,PR
4115507,Apucarana,RM,NÃO TEM,PR
4115606,Cascavel,RM,NÃO TEM,PR
4115754,Apucarana,RM,NÃO TEM,PR
4115853,Toledo,RM,NÃO TEM,PR
4116000,Londrina,RM,NÃO TEM,PR
4116109,Campo Mourão,RM,NÃO TEM,PR
4116307,Maringá,RM,NÃO TEM,PR
4116703,Cascavel,RM,NÃO TEM,PR
4116802,Campo Mourão,RM,NÃO TEM,PR
4116901,Maringá,RM,NÃO TEM,PR
4117206,Umuarama,RM,NÃO TEM,PR
4117222,Toledo,RM,NÃO TEM,PR
4117297,Apucarana,RM,NÃO TEM,PR
4117404,Maringá,RM,NÃO TEM,PR
4117453,Toledo,RM,NÃO TEM,PR
4117503,Maringá,RM,NÃO TEM,PR
4117909,Toledo,RM,NÃO TEM,PR
4118451,Toledo,RM,NÃO TEM,PR
4118808,Campo Mourão,RM,NÃO TEM,PR
4118857,Umuarama,RM,NÃO TEM,PR
4118907,Umuarama,RM,NÃO TEM,PR
4119103,Curitiba,RM,NÃO TEM,PR
4119152,Curitiba,RM,NÃO TEM,PR
4119509,Curitiba,RM,NÃO TEM,PR
4119657,Londrina,RM,NÃO TEM,PR
4120002,Londrina,RM,NÃO TEM,PR
4120333,Londrina,RM,NÃO TEM,PR
4120408,Maringá,RM,NÃO TEM,PR
4120507,Londrina,RM,NÃO TEM,PR
4120655,Campo Mourão,RM,NÃO TEM,PR
4120804,Curitiba,RM,NÃO TEM,PR
4120853,Toledo,RM,NÃO TEM,PR
4121109,Campo Mourão,RM,NÃO TEM,PR
4121208,Curitiba,RM,NÃO TEM,PR
4121307,Londrina,RM,NÃO TEM,PR
4121356,Campo Mourão,RM,NÃO TEM,PR
4122107,Apucarana,RM,NÃO TEM,PR
4122172,Apucarana,RM,NÃO TEM,PR
4122206,Curitiba,RM,NÃO TEM,PR
4122305,Curitiba,RM,NÃO TEM,PR
4122404,Londrina,RM,NÃO TEM,PR
4122503,Campo Mourão,RM,NÃO TEM,PR
4122651,Apucarana,RM,NÃO TEM,PR
4122701,Londrina,RM,NÃO TEM,PR
4123402,Maringá,RM,NÃO TEM,PR
4123501,Toledo,RM,NÃO TEM,PR
4123824,Cascavel,RM,NÃO TEM,PR
4124020,Cascavel,RM,NÃO TEM,PR
4125001,Apucarana,RM,NÃO TEM,PR
4125308,Maringá,RM,NÃO TEM,PR
4125357,Umuarama,RM,NÃO TEM,PR
4125456,Toledo,RM,NÃO TEM,PR
4125506,Curitiba,RM,NÃO TEM,PR
4125753,Toledo,RM,NÃO TEM,PR
4125803,Apucarana,RM,NÃO TEM,PR
4126256,Maringá,RM,NÃO TEM,PR
4126405,Londrina,RM,NÃO TEM,PR
4126504,Londrina,RM,NÃO TEM,PR
4126678,Londrina,RM,NÃO TEM,PR
4126801,Umuarama,RM,NÃO TEM,PR
4126900,Umuarama,RM,NÃO TEM,PR
4127205,Campo Mourão,RM,NÃO TEM,PR
4127403,Toledo,RM,NÃO TEM,PR
4127601,Curitiba,RM,NÃO TEM,PR
4127700,Toledo,RM,NÃO TEM,PR
4127858,Cascavel,RM,NÃO TEM,PR
4127882,Curitiba,RM,NÃO TEM,PR
4127908,Umuarama,RM,NÃO TEM,PR
4127957,Toledo,RM,NÃO TEM,PR
4128005,Campo Mourão,RM,NÃO TEM,PR
4128104,Umuarama,RM,NÃO TEM,PR
4128401,Londrina,RM,NÃO TEM,PR
4128559,Cascavel,RM,NÃO TEM,PR
4128625,Umuarama,RM,NÃO TEM,PR
4128633,Curitiba,RM,NÃO TEM,PR
4128807,Umuarama,RM,NÃO TEM,PR
4200051,Contestado,RM,Núcleo Metropolitano,SC
4200101,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4200200,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4200309,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4200408,Contestado,RM,Núcleo Metropolitano,SC
4200507,Chapecó,RM,Núcleo Metropolitano,SC
4200556,Chapecó,RM,Núcleo Metropolitano,SC
4200606,Florianópolis,RM,Núcleo Metropolitano,SC
4200705,Florianópolis,RM,Área de Expansão Metropolitana,SC
4200754,Contestado,RM,Núcleo Metropolitano,SC
4200804,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4200903,Florianópolis,RM,Área de Expansão Metropolitana,SC
4201000,Lages,RM,Área de Expansão Metropolitana,SC
4201109,Florianópolis,RM,Área de Expansão Metropolitana,SC
4201208,Florianópolis,RM,Núcleo Metropolitano,SC
4201257,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4201273,Contestado,RM,Núcleo Metropolitano,SC
4201307,Norte/Nordeste Catarinense,RM,Núcleo Metropolitano,SC
4201406,Carbonífera,RM,Área de Expansão Metropolitana,SC
4201505,Tubarão,RM,Área de Expansão Metropolitana,SC
4201604,Contestado,RM,Núcleo Metropolitano,SC
4201653,Chapecó,RM,Núcleo Metropolitano,SC
4201703,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4201802,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4201901,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4201950,Carbonífera,RM,Área de Expansão Metropolitana,SC
4202008,Foz do Rio Itajaí,RM,Núcleo Metropolitano,SC
4202057,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4202073,Carbonífera,RM,Área de Expansão Metropolitana,SC
4202081,Extremo Oeste,RM,Núcleo Metropolitano,SC
4202099,Extremo Oeste,RM,Núcleo Metropolitano,SC
4202107,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4202131,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4202156,Extremo Oeste,RM,Núcleo Metropolitano,SC
4202206,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4202305,Florianópolis,RM,Núcleo Metropolitano,SC
4202404,Vale do Itajaí,RM,Núcleo Metropolitano,SC
4202438,Lages,RM,Área de Expansão Metropolitana,SC
4202453,Foz do Rio Itajaí,RM,Área de Expansão Metropolitana,SC
4202503,Lages,RM,Área de Expansão Metropolitana,SC
4202537,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4202578,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4202602,Lages,RM,Área de Expansão Metropolitana,SC
4202701,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4202800,Tubarão,RM,Área de Expansão Metropolitana,SC
4202859,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4202875,Contestado,RM,Núcleo Metropolitano,SC
4202909,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4203006,Contestado,RM,Núcleo Metropolitano,SC
4203105,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4203154,Contestado,RM,Núcleo Metropolitano,SC
4203204,Foz do Rio Itajaí,RM,Núcleo Metropolitano,SC
4203253,Lages,RM,Área de Expansão Metropolitana,SC
4203303,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4203402,Lages,RM,Área de Expansão Metropolitana,SC
4203501,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4203600,Contestado,RM,Núcleo Metropolitano,SC
4203709,Florianópolis,RM,Área de Expansão Metropolitana,SC
4203808,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4203907,Contestado,RM,Núcleo Metropolitano,SC
4203956,Tubarão,RM,Núcleo Metropolitano,SC
4204004,Contestado,RM,Núcleo Metropolitano,SC
4204103,Chapecó,RM,Área de Expansão Metropolitana,SC
4204152,Contestado,RM,Núcleo Metropolitano,SC
4204178,Lages,RM,Área de Expansão Metropolitana,SC
4204194,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4204202,Chapecó,RM,Núcleo Metropolitano,SC
4204251,Carbonífera,RM,Núcleo Metropolitano,SC
4204301,Contestado,RM,Núcleo Metropolitano,SC
4204350,Chapecó,RM,Núcleo Metropolitano,SC
4204400,Chapecó,RM,Núcleo Metropolitano,SC
4204459,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4204509,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4204558,Lages,RM,Núcleo Metropolitano,SC
4204608,Carbonífera,RM,Núcleo Metropolitano,SC
4204707,Extremo Oeste,RM,Núcleo Metropolitano,SC
4204756,Chapecó,RM,Área de Expansão Metropolitana,SC
4204806,Lages,RM,Área de Expansão Metropolitana,SC
4204905,Extremo Oeste,RM,Núcleo Metropolitano,SC
4205001,Extremo Oeste,RM,Núcleo Metropolitano,SC
4205100,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4205159,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4205175,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4205191,Carbonífera,RM,Área de Expansão Metropolitana,SC
4205209,Contestado,RM,Núcleo Metropolitano,SC
4205308,Chapecó,RM,Área de Expansão Metropolitana,SC
4205357,Extremo Oeste,RM,Núcleo Metropolitano,SC
4205407,Florianópolis,RM,Núcleo Metropolitano,SC
4205431,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4205456,Carbonífera,RM,Núcleo Metropolitano,SC
4205506,Contestado,RM,Núcleo Metropolitano,SC
4205555,Lages,RM,Área de Expansão Metropolitana,SC
4205605,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4205704,Florianópolis,RM,Área de Expansão Metropolitana,SC
4205803,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4205902,Vale do Itajaí,RM,Núcleo Metropolitano,SC
4206009,Florianópolis,RM,Núcleo Metropolitano,SC
4206108,Tubarão,RM,Área de Expansão Metropolitana,SC
4206207,Tubarão,RM,Núcleo Metropolitano,SC
4206306,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4206405,Extremo Oeste,RM,Núcleo Metropolitano,SC
4206504,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4206603,Extremo Oeste,RM,Núcleo Metropolitano,SC
4206652,Chapecó,RM,Núcleo Metropolitano,SC
4206702,Contestado,RM,Núcleo Metropolitano,SC
4206751,Contestado,RM,Núcleo Metropolitano,SC
4206801,Contestado,RM,Núcleo Metropolitano,SC
4206900,Alto Vale do Itajaí,RM,Núcleo Metropolitano,SC
4207007,Carbonífera,RM,Núcleo Metropolitano,SC
4207106,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4207205,Tubarão,RM,Área de Expansão Metropolitana,SC
4207304,Tubarão,RM,Área de Expansão Metropolitana,SC
4207403,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4207502,Vale do Itajaí,RM,Núcleo Metropolitano,SC
4207577,Contestado,RM,Núcleo Metropolitano,SC
4207601,Contestado,RM,Núcleo Metropolitano,SC
4207650,Extremo Oeste,RM,Núcleo Metropolitano,SC
4207684,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4207700,Contestado,RM,Núcleo Metropolitano,SC
4207759,Extremo Oeste,RM,Núcleo Metropolitano,SC
4207809,Contestado,RM,Núcleo Metropolitano,SC
4207858,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4207908,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4208005,Chapecó,RM,Área de Expansão Metropolitana,SC
4208104,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4208203,Foz do Rio Itajaí,RM,Núcleo Metropolitano,SC
4208302,Foz do Rio Itajaí,RM,Área de Expansão Metropolitana,SC
4208401,Extremo Oeste,RM,Núcleo Metropolitano,SC
4208450,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4208500,Alto Vale do Itajaí,RM,Núcleo Metropolitano,SC
4208609,Contestado,RM,Núcleo Metropolitano,SC
4208708,Carbonífera,RM,Área de Expansão Metropolitana,SC
4208807,Tubarão,RM,Área de Expansão Metropolitana,SC
4208906,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4208955,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4209003,Contestado,RM,Núcleo Metropolitano,SC
4209102,Norte/Nordeste Catarinense,RM,Núcleo Metropolitano,SC
4209151,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4209177,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4209201,Contestado,RM,Núcleo Metropolitano,SC
4209300,Lages,RM,Núcleo Metropolitano,SC
4209409,Tubarão,RM,Área de Expansão Metropolitana,SC
4209458,Chapecó,RM,Área de Expansão Metropolitana,SC
4209508,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4209607,Carbonífera,RM,Área de Expansão Metropolitana,SC
4209706,Contestado,RM,Núcleo Metropolitano,SC
4209805,Florianópolis,RM,Área de Expansão Metropolitana,SC
4209854,Contestado,RM,Núcleo Metropolitano,SC
4209904,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4210001,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4210035,Contestado,RM,Núcleo Metropolitano,SC
4210050,Contestado,RM,Núcleo Metropolitano,SC
4210100,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4210209,Florianópolis,RM,Área de Expansão Metropolitana,SC
4210308,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4210407,Carbonífera,RM,Área de Expansão Metropolitana,SC
4210506,Extremo Oeste,RM,Núcleo Metropolitano,SC
4210555,Chapecó,RM,Área de Expansão Metropolitana,SC
4210605,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4210704,Contestado,RM,Núcleo Metropolitano,SC
4210803,Carbonífera,RM,Área de Expansão Metropolitana,SC
4210852,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4210902,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4211009,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4211058,Contestado,RM,Núcleo Metropolitano,SC
4211108,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4211207,Carbonífera,RM,Núcleo Metropolitano,SC
4211256,Carbonífera,RM,Área de Expansão Metropolitana,SC
4211306,Foz do Rio Itajaí,RM,Núcleo Metropolitano,SC
4211405,Chapecó,RM,Núcleo Metropolitano,SC
4211454,Chapecó,RM,Núcleo Metropolitano,SC
4211504,Florianópolis,RM,Área de Expansão Metropolitana,SC
4211603,Carbonífera,RM,Núcleo Metropolitano,SC
4211652,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4211702,Tubarão,RM,Área de Expansão Metropolitana,SC
4211751,Lages,RM,Área de Expansão Metropolitana,SC
4211801,Contestado,RM,Núcleo Metropolitano,SC
4211850,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4211876,Chapecó,RM,Núcleo Metropolitano,SC
4211892,Lages,RM,Área de Expansão Metropolitana,SC
4211900,Florianópolis,RM,Núcleo Metropolitano,SC
4212007,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4212056,Lages,RM,Área de Expansão Metropolitana,SC
4212106,Chapecó,RM,Área de Expansão Metropolitana,SC
4212205,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4212239,Extremo Oeste,RM,Núcleo Metropolitano,SC
4212254,Carbonífera,RM,Área de Expansão Metropolitana,SC
4212270,Chapecó,RM,Área de Expansão Metropolitana,SC
4212304,Florianópolis,RM,Área de Expansão Metropolitana,SC
4212403,Tubarão,RM,Área de Expansão Metropolitana,SC
4212502,Foz do Rio Itajaí,RM,Núcleo Metropolitano,SC
4212601,Contestado,RM,Núcleo Metropolitano,SC
4212650,Tubarão,RM,Área de Expansão Metropolitana,SC
4212700,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
